core,CPD_A,SMILES_A,R_A,pKi_A,LogD_A,Sol_A_uM,CPD_B,SMILES_B,R_B,pKi_B,LogD_B,Sol_B_uM,delta_pKi,delta_LogD,delta_LogSol,abs_delta_pKi,physchem_shift,potency_specificity
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_85,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)O)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(O)[*:1],8.07,1.328,5.5,CPD_342,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)N(C)CCO)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CN(CCO)C(=O)[*:1],6.73,-0.441,32000.0,-1.34,-1.77,3.76,1.34,4.155779108663019,0.30414597894051876
O=C(NC[*:1])c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,CPD_211,O=C(NCC1CN(c2ccncc2)C1)c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,c1cc(N2CC([*:1])C2)ccn1,6.35,1.589,190.0,CPD_394,Nc1nc(CNC(=O)c2cc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)c[nH]1,Nc1nc([*:1])c[nH]1,5.0,1.539,34.0,-1.35,-0.05,-0.75,1.35,0.7516648189186453,1.3477562299306896
Clc1ccc(-c2cc(Cn3c([*:1])cc4ccccc43)no2)s1,CPD_24,O=C(NC1CCN(c2ccnc(Cl)n2)CC1)c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,O=C(NC1CCN(c2ccnc(Cl)n2)CC1)[*:1],6.7,3.331,2.1,CPD_250,O=C(c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1)N1CCC(N2CCCC2=O)CC1,O=C1CCCN1C1CCN(C(=O)[*:1])CC1,5.35,2.607,2.1,-1.35,-0.72,0.0,1.35,0.72,1.3917525773195878
Clc1ccc(-c2cc(Cn3c([*:1])nc4ccccc43)no2)s1,CPD_519,O=C(Nc1ccc(-n2ccc(=O)[nH]c2=O)cc1)c1nc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,O=C(Nc1ccc(-n2ccc(=O)[nH]c2=O)cc1)[*:1],8.2,3.685,0.2,CPD_605,O=C(Nc1ccc(N2CCNCC2=O)cc1)c1nc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,O=C1CNCCN1c1ccc(NC(=O)[*:1])cc1,6.85,3.407,0.8,-1.35,-0.28,0.6,1.35,0.6621178142898739,1.4800719587425641
CC(C)N1CCC(NC(=O)c2cc3c([*:1])cccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_186,Cc1oc(=O)oc1COC(=O)c1cccc2c1cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,Cc1oc(=O)oc1COC(=O)[*:1],8.75,3.186,9.7,CPD_675,CC(C)N1CCC(NC(=O)c2cc3c(C(=O)N4CCC(F)(F)CC4)cccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(N1CCC(F)(F)CC1)[*:1],7.41,0.626,560.0,-1.35,-2.56,1.76,1.35,3.106638054231616,0.40218813532727915
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_404,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)OCCO)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(OCCO)[*:1],8.24,0.885,1400.0,CPD_673,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)N4CCC(F)(F)CC4)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(N1CCC(F)(F)CC1)[*:1],6.88,0.623,560.0,-1.35,-0.26,-0.4,1.35,0.47707441767506253,1.8567562923157748
Clc1ccc(-c2cc(Cn3c([*:1])cc4ccccc43)no2)s1,CPD_23,CS(=O)(=O)N1CCC(NC(=O)c2cc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CS(=O)(=O)N1CCC(NC(=O)[*:1])CC1,6.87,3.257,1.1,CPD_43,O=C(c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1)N1CCC(Oc2ccncc2)CC1,O=C(N1CCC(Oc2ccncc2)CC1)[*:1],5.53,3.739,1.1,-1.35,0.48,0.0,1.35,0.48,1.8493150684931507
Clc1ccc(-c2cc(Cn3c([*:1])nc4ccccc43)no2)s1,CPD_425,CN1[C@@H]2CC[C@H]1C[C@@H](NC(=O)c1nc3ccccc3n1Cc1cc(-c3ccc(Cl)s3)on1)C2,CN1[C@@H]2CC[C@H]1C[C@@H](NC(=O)[*:1])C2,7.69,2.187,69.0,CPD_533,O=C(Nc1ccc(N2CCOC2=O)cc1)c1nc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,O=C1OCCN1c1ccc(NC(=O)[*:1])cc1,6.33,4.952,0.1,-1.36,2.77,-2.84,1.36,3.9671778382119447,0.3224905498831491
O=C(Cn1c([*:1])nc2c(C(=O)O)cccc21)Nc1ccc(Cl)cn1,CPD_322,CC(C)N1CCC(NC(=O)c2nc3c(C(=O)O)cccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,CC(C)N1CCC(NC(=O)[*:1])CC1,7.95,1.375,1.9,CPD_610,O=C(Cn1c(C(=O)NC2CCN(C3CC3)CC2)nc2c(C(=O)O)cccc21)Nc1ccc(Cl)cn1,O=C(NC1CCN(C2CC2)CC1)[*:1],6.6,0.856,4.2,-1.36,-0.52,0.34,1.36,0.6212889826803627,1.5609057695372281
COC1CN(C(=O)c2cccc3c2nc(C(=O)NC2CCN(C(C)C)CC2)n3C[*:1])C1,CPD_471,COC1CN(C(=O)c2cccc3c2nc(C(=O)NC2CCN(C(C)C)CC2)n3Cc2cc(-c3ccc(Cl)s3)on2)C1,Clc1ccc(-c2cc([*:1])no2)s1,8.16,0.766,180.0,CPD_526,COC1CN(C(=O)c2cccc3c2nc(C(=O)NC2CCN(C(C)C)CC2)n3CCc2ccc(Cl)cc2)C1,Clc1ccc(C[*:1])cc1,6.8,1.108,540.0,-1.36,0.34,0.48,1.36,0.5882176467941097,1.622490298553754
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_158,CC(C)N1CCC(NC(=O)c2cc3cc(-c4noc(O)n4)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,Oc1nc([*:1])no1,8.24,0.316,300.0,CPD_673,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)N4CCC(F)(F)CC4)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(N1CCC(F)(F)CC1)[*:1],6.88,0.623,560.0,-1.36,0.31,0.27,1.36,0.41109609582188933,2.0571895804485396
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_364,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)OCCN4CCNC4=O)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C1NCCN1CCOC(=O)[*:1],8.16,1.632,44.0,CPD_604,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)N4CCC(O)CC4)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(N1CCC(O)CC1)[*:1],6.79,-0.266,3400.0,-1.37,-1.9,1.89,1.37,2.679944029266283,0.46758572393039044
COC(=O)c1ccc2c(c1)nc(C(=O)NC1CCN(C(C)C)CC1)n2C[*:1],CPD_319,COC(=O)c1ccc2c(c1)nc(C(=O)NC1CCN(C(C)C)CC1)n2CC(=O)Nc1ccc(Cl)cn1,O=C(Nc1ccc(Cl)cn1)[*:1],7.72,2.303,160.0,CPD_431,COC(=O)c1ccc2c(c1)nc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cccc(OC)c1,COc1cccc([*:1])c1,6.34,2.376,280.0,-1.38,0.07,0.24,1.38,0.25,2.76
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_37,CC(C)N1CCC(NC(=O)c2cc3cc(C#N)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,N#C[*:1],8.7,1.433,130.0,CPD_368,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)NCCN4CCNC4=O)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C1NCCN1CCNC(=O)[*:1],7.32,0.289,190.0,-1.38,-1.14,0.16,1.38,1.1511733144926528,0.9848888682979811
CC(C)N1CCC(NC(=O)c2nc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_306,CC(C)N1CCC(NC(=O)c2nc3cc(C(=O)O)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(O)[*:1],8.57,2.192,0.6,CPD_351,CC(C)N1CCC(NC(=O)c2nc3cc(C(=O)N(C)CCO)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CN(CCO)C(=O)[*:1],7.19,0.719,300.0,-1.38,-1.47,2.7,1.38,3.0742316113136305,0.41513352899459005
Clc1ccc(-c2cc(Cn3c([*:1])nc4ccccc43)no2)s1,CPD_980,O=C(c1nc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1)N1CCN(C(=O)N2CCCC2)CC1,O=C(N1CCCC1)N1CCN(C(=O)[*:1])CC1,6.15,3.472,0.9,CPD_983,O=C(c1nc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1)N1CCC(Nc2ccncc2)CC1,O=C(N1CCC(Nc2ccncc2)CC1)[*:1],4.77,3.65,2.4,-1.38,0.18,0.43,1.38,0.46615448083226657,1.9269585500550894
Clc1ccc(-c2cc(Cn3c([*:1])nc4ccccc43)no2)s1,CPD_980,O=C(c1nc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1)N1CCN(C(=O)N2CCCC2)CC1,O=C(N1CCCC1)N1CCN(C(=O)[*:1])CC1,6.15,3.472,0.9,CPD_986,CNC(=O)CN1CCN(C(=O)c2nc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CNC(=O)CN1CCN(C(=O)[*:1])CC1,4.77,2.886,2.4,-1.39,-0.59,0.43,1.39,0.7300684899377592,1.4182682274463023
CC(C)N1CCC(NC(=O)c2nc3ccc([*:1])cc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,CPD_340,CC(C)N1CCC(NC(=O)c2nc3ccc(C(=O)O)cc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,O=C(O)[*:1],7.63,1.376,1.9,CPD_837,CC(C)N1CCC(NC(=O)c2nc3ccc(OCCN4CCOCC4)cc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,C1CN(CCO[*:1])CCO1,6.23,1.562,360.0,-1.4,0.19,2.28,1.4,2.287902969970536,0.5516365347948087
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_148,CC(C)N1CCC(NC(=O)c2cc3cc(C(N)=O)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,NC(=O)[*:1],8.44,0.497,390.0,CPD_162,CC(OC(=O)c1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1)OC(=O)C(C)(C)C,CC(OC(=O)C(C)(C)C)OC(=O)[*:1],7.04,3.499,26.0,-1.4,3.0,-1.18,1.4,3.2237245539903063,0.4030256222796376
COCCOc1cc2cc(C(=O)NC3CCN(C(C)C)CC3)n([*:1])c2cn1,CPD_775,COCCOc1cc2cc(C(=O)NC3CCN(C(C)C)CC3)n(CC(=O)Nc3ccc(Br)cn3)c2cn1,O=C(C[*:1])Nc1ccc(Br)cn1,7.5,-0.133,140000.0,CPD_832,COCCOc1cc2cc(C(=O)NC3CCN(C(C)C)CC3)n(Cc3cc4ccc(Cl)nc4s3)c2cn1,Clc1ccc2cc(C[*:1])sc2n1,6.1,1.337,19000.0,-1.4,1.47,-0.87,1.4,1.708156901458411,0.7149580296437417
Clc1ccc(-c2cc(Cn3c([*:1])cc4ccccc43)no2)s1,CPD_57,CCN1CC[C@H](NC(=O)c2cc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)C1,CCN1CC[C@H](NC(=O)[*:1])C1,6.76,1.624,680.0,CPD_250,O=C(c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1)N1CCC(N2CCCC2=O)CC1,O=C1CCCN1C1CCN(C(=O)[*:1])CC1,5.35,2.607,2.1,-1.4,0.98,-2.51,1.4,2.694531499166413,0.4754576408492608
Cc1ccc(C(=O)O)c2c1nc(C(=O)NC1CCN(C3CC3)CC1)n2C[*:1],CPD_841,Cc1ccc(C(=O)O)c2c1nc(C(=O)NC1CCN(C3CC3)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,Clc1ccc(-c2cc([*:1])no2)s1,6.93,2.132,0.6,CPD_870,Cc1ccc(C(=O)O)c2c1nc(C(=O)NC1CCN(C3CC3)CC1)n2CC(=O)Nc1ccc(Cl)cn1,O=C(Nc1ccc(Cl)cn1)[*:1],5.53,1.316,2.1,-1.4,-0.82,0.54,1.4,0.9818350166906862,1.1365158329084422
CC(C)N1CCC(NC(=O)c2nc3ccc([*:1])cc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,CPD_340,CC(C)N1CCC(NC(=O)c2nc3ccc(C(=O)O)cc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,O=C(O)[*:1],7.63,1.376,1.9,CPD_398,CC(C)N1CCC(NC(=O)c2nc3ccc(C(=O)NCCO)cc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,O=C(NCCO)[*:1],6.23,0.47,1300.0,-1.4,-0.91,2.84,1.4,2.9822307087145354,0.4331373983377513
O=C(O)c1cccc2c1nc(C(=O)Nc1ccc(N3CCOCC3=O)cc1)n2[*:1],CPD_435,O=C(Cn1c(C(=O)Nc2ccc(N3CCOCC3=O)cc2)nc2c(C(=O)O)cccc21)Nc1ccc(Cl)cn1,O=C(C[*:1])Nc1ccc(Cl)cn1,7.4,-0.541,7300.0,CPD_460,COc1cccc(Cn2c(C(=O)Nc3ccc(N4CCOCC4=O)cc3)nc3c(C(=O)O)cccc32)c1,COc1cccc(C[*:1])c1,5.98,-0.465,11000.0,-1.41,0.08,0.18,1.41,0.19697715603592209,3.1545236282426097
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_181,CC(C)N1CCC(NC(=O)c2cc3cc(OCC(=O)O)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(O)CO[*:1],8.3,0.774,4.7,CPD_673,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)N4CCC(F)(F)CC4)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(N1CCC(F)(F)CC1)[*:1],6.88,0.623,560.0,-1.41,-0.15,2.08,1.41,2.0854016399725017,0.6037505394646387
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_112,COC(=O)c1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,COC(=O)[*:1],8.29,1.96,260.0,CPD_673,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)N4CCC(F)(F)CC4)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(N1CCC(F)(F)CC1)[*:1],6.88,0.623,560.0,-1.41,-1.34,0.33,1.41,1.3800362314084367,0.8650114474950572
O=C(Cn1c([*:1])nc2ccccc21)Nc1ccc(Cl)cn1,CPD_601,O=C(Cn1c(C(=O)Nc2ccc(N3CCNCC3=O)cc2)nc2ccccc21)Nc1ccc(Cl)cn1,O=C1CNCCN1c1ccc(NC(=O)[*:1])cc1,6.3,2.591,8.7,CPD_982,NC(=O)N1CCN(C(=O)c2nc3ccccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,NC(=O)N1CCN(C(=O)[*:1])CC1,4.87,0.511,160.0,-1.42,-2.08,1.26,1.42,2.431871707142464,0.5294809577274712
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_38,CC(C)N1CCC(NC(=O)c2cc3cc(Br)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,Br[*:1],8.06,2.851,68.0,CPD_335,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)N(CCO)CCO)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(N(CCO)CCO)[*:1],6.64,-1.074,41000.0,-1.42,-3.92,2.78,1.42,4.805704943085874,0.28087082137615177
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_85,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)O)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(O)[*:1],8.07,1.328,5.5,CPD_335,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)N(CCO)CCO)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(N(CCO)CCO)[*:1],6.64,-1.074,41000.0,-1.43,-2.4,3.87,1.43,4.553778650747091,0.2976823255121474
O=C(N[*:1])c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,CPD_178,O=C(NC1CN(c2ccncc2)C1)c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,c1cc(N2CC([*:1])C2)ccn1,7.9,1.282,330.0,CPD_180,CC(C)CN1CC(NC(=O)c2cc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)C1,CC(C)CN1CC([*:1])C1,6.46,2.966,47.0,-1.44,1.68,-0.85,1.44,1.8827904822364063,0.675171805197687
CC(C)N1CCC(NC(=O)c2cc3c(C(=O)N4CCOCC4)cccc3n2C[*:1])CC1,CPD_712,CC(C)N1CCC(NC(=O)c2cc3c(C(=O)N4CCOCC4)cccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,O=C(Nc1ccc(Cl)cn1)[*:1],8.57,-1.325,78000.0,CPD_742,CC(C)N1CCC(NC(=O)c2cc3c(C(=O)N4CCOCC4)cccc3n2Cc2cc3ccc(Cl)cc3s2)CC1,Clc1ccc2cc([*:1])sc2c1,7.13,1.74,1700.0,-1.44,3.06,-1.66,1.44,3.481264138211865,0.38592818590701317
CC(C)N1CCC(NC(=O)c2cc3ccccc3n2[*:1])CC1,CPD_8,CC(C)N1CCC(NC(=O)c2cc3ccccc3n2Cc2cnc(-c3ccc(Cl)s3)s2)CC1,Clc1ccc(-c2ncc(C[*:1])s2)s1,7.16,2.78,44.0,CPD_854,COc1ccc(NC(=O)Cn2c(C(=O)NC3CCN(C(C)C)CC3)cc3ccccc32)cc1,COc1ccc(NC(=O)C[*:1])cc1,5.72,0.402,22000.0,-1.44,-2.38,2.7,1.44,3.5992221381848606,0.37410155826419683
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_404,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)OCCO)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(OCCO)[*:1],8.24,0.885,1400.0,CPD_604,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)N4CCC(O)CC4)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(N1CCC(O)CC1)[*:1],6.79,-0.266,3400.0,-1.44,-1.15,0.39,1.44,1.2143310915891101,0.9833841596829678
CC(C)N1CCC(NC(=O)c2nc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_290,COC(=O)c1ccc2c(c1)nc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,COC(=O)[*:1],8.63,3.121,16.0,CPD_351,CC(C)N1CCC(NC(=O)c2nc3cc(C(=O)N(C)CCO)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CN(CCO)C(=O)[*:1],7.19,0.719,300.0,-1.44,-2.4,1.27,1.44,2.7153084539329964,0.4856155851476684
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_158,CC(C)N1CCC(NC(=O)c2cc3cc(-c4noc(O)n4)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,Oc1nc([*:1])no1,8.24,0.316,300.0,CPD_604,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)N4CCC(O)CC4)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(N1CCC(O)CC1)[*:1],6.79,-0.266,3400.0,-1.45,-0.58,1.05,1.45,1.1995415791042843,1.0003162523257862
O=C(N[*:1])c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,CPD_17,CCCN1CCC(NC(=O)c2cc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CCCN1CCC([*:1])CC1,7.2,2.84,77.0,CPD_18,COC(=O)N1CCC(NC(=O)c2cc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,COC(=O)N1CCC([*:1])CC1,5.75,3.257,1.6,-1.45,0.42,-1.68,1.45,1.7317043627594173,0.7316933984950977
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_148,CC(C)N1CCC(NC(=O)c2cc3cc(C(N)=O)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,NC(=O)[*:1],8.44,0.497,390.0,CPD_373,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)N4CCCC4CO)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(N1CCCC1CO)[*:1],6.98,-0.415,2900.0,-1.45,-0.91,0.87,1.45,1.2589678312014172,0.9609217440013497
Clc1ccc(-c2cc(Cn3c([*:1])cc4ccccc43)no2)s1,CPD_180,CC(C)CN1CC(NC(=O)c2cc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)C1,CC(C)CN1CC(NC(=O)[*:1])C1,6.46,2.966,47.0,CPD_394,Nc1nc(CNC(=O)c2cc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)c[nH]1,Nc1nc(CNC(=O)[*:1])c[nH]1,5.0,1.539,34.0,-1.46,-1.43,-0.14,1.46,1.4368368035375485,0.8655253412411693
O=C(N[*:1])c1nc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,CPD_164,CC(C)N1CCC(NC(=O)c2nc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CC(C)N1CCC([*:1])CC1,9.15,3.124,26.0,CPD_425,CN1[C@@H]2CC[C@H]1C[C@@H](NC(=O)c1nc3ccccc3n1Cc1cc(-c3ccc(Cl)s3)on1)C2,CN1[C@@H]2CC[C@H]1C[C@@H]([*:1])C2,7.69,2.187,69.0,-1.46,-0.94,0.42,1.46,1.0295630140987,1.1410145369264182
CC(C)N1CCC(NC(=O)c2nc3ccc([*:1])cc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,CPD_340,CC(C)N1CCC(NC(=O)c2nc3ccc(C(=O)O)cc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,O=C(O)[*:1],7.63,1.376,1.9,CPD_399,CCOC(=O)OC(C)OC(=O)c1ccc2nc(C(=O)NC3CCN(C(C)C)CC3)n(CC(=O)Nc3ccc(Cl)cn3)c2c1,CCOC(=O)OC(C)OC(=O)[*:1],6.16,3.259,33.0,-1.46,1.88,1.24,1.46,2.2521101216414796,0.5835074912858689
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_338,CC(C)N1CCC(NC(=O)c2cc3cc(NS(C)(=O)=O)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CS(=O)(=O)N[*:1],8.46,0.697,170.0,CPD_373,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)N4CCCC4CO)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(N1CCCC1CO)[*:1],6.98,-0.415,2900.0,-1.47,-1.11,1.23,1.47,1.6568041525780892,0.7709234312357095
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_37,CC(C)N1CCC(NC(=O)c2cc3cc(C#N)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,N#C[*:1],8.7,1.433,130.0,CPD_344,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)N4CC(O)C4)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(N1CC(O)C1)[*:1],7.23,-1.036,6400.0,-1.47,-2.47,1.69,1.47,2.992824752637548,0.45330849248155547
CC(C)N1CCC(NC(=O)c2nc3ccc([*:1])cc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_348,CC(C)N1CCC(NC(=O)c2nc3ccc(S(=O)(=O)CCO)cc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=S(=O)(CCO)[*:1],7.93,1.103,89.0,CPD_419,CC(C)N1CCC(NC(=O)c2nc3ccc(C(=O)N(C)CCO)cc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CN(CCO)C(=O)[*:1],6.46,0.72,300.0,-1.47,-0.38,0.53,1.47,0.6521502894272148,1.6294402576020004
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_158,CC(C)N1CCC(NC(=O)c2cc3cc(-c4noc(O)n4)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,Oc1nc([*:1])no1,8.24,0.316,300.0,CPD_213,CC(OC(=O)OC1CCCCC1)OC(=O)c1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,CC(OC(=O)OC1CCCCC1)OC(=O)[*:1],6.77,4.442,4.4,-1.47,4.13,-1.83,1.47,4.517277941415604,0.30835206548991256
Clc1ccc(-c2cc(Cn3c([*:1])nc4ccccc43)no2)s1,CPD_559,O=C1CCN(c2ccc(NC(=O)c3nc4ccccc4n3Cc3cc(-c4ccc(Cl)s4)on3)cc2)CC1,O=C1CCN(c2ccc(NC(=O)[*:1])cc2)CC1,6.68,4.038,0.4,CPD_984,O=C(c1nc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1)N1CCC(N2CCCC2=O)CC1,O=C1CCCN1C1CCN(C(=O)[*:1])CC1,5.21,3.149,1.2,-1.47,-0.89,0.48,1.47,1.0111874208078342,1.165568238111996
